time,Hour (PST),Rain,AirTemp,RelHum,WindSpeed,LongWave,ShortWave
2024-06-02,700,0.0,23.0,53.0,1.7,98.528076,4.671875
2024-06-02,800,0.0,26.6,42.0,1.5,102.66821,94.015625
2024-06-02,900,0.0,28.3,43.0,1.6,126.04224,255.70312
2024-06-02,1000,0.0,29.5,40.0,1.9,146.24097,423.67188
2024-06-02,1100,0.0,31.2,36.0,1.9,165.9917,575.21875
2024-06-02,1200,0.0,33.0,31.0,1.9,184.5769,695.3125
2024-06-02,1300,0.0,34.8,28.0,1.8,197.74707,772.8281
2024-06-02,1400,0.0,35.5,27.0,1.7,207.94409,807.96875
2024-06-02,1500,0.0,36.1,26.0,1.8,213.37158,787.5781
2024-06-02,1600,0.0,36.3,25.0,2.0,214.06055,722.1406
2024-06-02,1700,0.0,36.5,24.0,2.2,207.76123,614.4375
2024-06-02,1800,0.0,34.0,30.0,3.2,195.0061,472.25
2024-06-02,1900,0.0,31.0,36.0,3.4,177.1282,308.90625
2024-06-02,2000,0.0,28.9,40.0,4.1,155.61511,143.89062
2024-06-02,2100,0.0,27.2,44.0,3.7,132.79402,20.78125
2024-06-02,2200,0.0,25.9,48.0,2.6,118.39647,9.999997e-16
2024-06-02,2300,0.0,24.3,53.0,2.9,112.02759,9.999997e-16
2024-06-02,2400,0.0,23.1,57.0,2.3,106.9021,9.999997e-16
2024-06-03,100,0.0,21.8,62.0,1.8,99.74634,9.999997e-16
2024-06-03,200,0.0,20.9,65.0,1.3,97.358154,9.999997e-16
2024-06-03,300,0.0,20.6,65.0,1.1,93.22656,9.999997e-16
2024-06-03,400,0.0,20.1,68.0,1.9,92.38086,9.999997e-16
2024-06-03,500,0.0,20.2,67.0,1.0,89.49585,9.999997e-16
2024-06-03,600,0.0,21.3,64.0,1.9,88.694824,9.999997e-16
2024-06-03,700,0.0,24.3,57.0,1.5,85.715576,4.546875
2024-06-03,800,0.0,26.4,53.0,1.4,95.697754,94.234375
2024-06-03,900,0.0,28.4,44.0,2.1,118.198975,253.09375
2024-06-03,1000,0.0,28.0,53.0,2.5,141.13428,418.5625
2024-06-03,1100,0.0,28.2,55.0,2.8,163.22437,569.6406
2024-06-03,1200,0.0,32.4,36.0,2.5,183.22046,686.15625
2024-06-03,1300,0.0,33.2,33.0,2.7,193.52515,763.4844
2024-06-03,1400,0.0,30.4,49.0,3.5,203.45093,794.71875
2024-06-03,1500,0.0,32.5,39.0,3.1,209.5354,779.21875
2024-06-03,1600,0.0,34.5,29.0,3.3,208.53955,715.9219
2024-06-03,1700,0.0,34.6,29.0,3.3,202.18237,609.65625
2024-06-03,1800,0.0,33.5,33.0,2.3,190.89941,469.32812
2024-06-03,1900,0.0,33.1,29.0,1.2,175.26094,308.42188
2024-06-03,2000,0.0,31.2,33.0,2.3,153.26285,143.51562
2024-06-03,2100,0.0,29.5,40.0,2.9,120.35588,19.9375
2024-06-03,2200,0.0,27.5,47.0,2.6,105.62904,9.999997e-16
2024-06-03,2300,0.0,26.4,51.0,2.1,101.751465,9.999997e-16
2024-06-03,2400,0.0,25.6,53.0,2.0,93.16113,9.999997e-16
2024-06-04,100,0.0,24.7,56.0,2.6,88.15405,9.999997e-16
2024-06-04,200,0.0,24.1,57.0,2.2,74.011475,9.999997e-16
2024-06-04,300,0.0,23.0,60.0,1.2,75.576416,9.999997e-16
2024-06-04,400,0.0,21.9,64.0,1.1,72.51929,9.999997e-16
2024-06-04,500,0.0,21.4,65.0,1.2,75.76001,9.999997e-16
2024-06-04,600,0.0,23.1,62.0,1.2,74.51953,9.999997e-16
2024-06-04,700,0.0,24.7,60.0,1.3,74.47949,4.390625
2024-06-04,800,0.0,27.5,52.0,1.3,83.92529,83.234375
2024-06-04,900,0.0,29.7,43.0,1.2,103.67822,237.57812
2024-06-04,1000,0.0,31.4,41.0,1.4,122.28491,400.07812
2024-06-04,1100,0.0,32.4,42.0,2.3,140.46729,535.03125
2024-06-04,1200,0.0,33.5,42.0,3.4,152.5896,630.90625
2024-06-04,1300,0.0,33.2,44.0,5.0,174.33618,732.8906
2024-06-04,1400,0.0,30.8,53.0,5.0,185.47632,773.9531
2024-06-04,1500,0.0,33.8,37.0,5.7,195.24023,764.1719
2024-06-04,1600,0.0,35.6,30.0,4.2,200.09741,708.59375
2024-06-04,1700,0.0,35.4,31.0,4.0,195.49951,588.0
2024-06-04,1800,0.0,34.3,37.0,2.6,186.4143,462.5625
2024-06-04,1900,0.0,33.2,39.0,1.3,170.47906,303.35938
2024-06-04,2000,0.0,32.1,38.0,1.3,148.83653,142.25
2024-06-04,2100,0.0,31.2,39.0,1.3,115.33772,21.296875
2024-06-04,2200,0.0,28.4,47.0,1.4,96.68021,9.999997e-16
2024-06-04,2300,0.0,27.5,51.0,1.7,91.7124,9.999997e-16
2024-06-04,2400,0.0,27.0,52.0,1.8,92.15503,9.999997e-16
2024-06-05,100,0.0,26.5,53.0,1.4,91.24805,9.999997e-16
2024-06-05,200,0.0,26.2,54.0,2.0,88.335205,9.999997e-16
2024-06-05,300,0.0,24.8,59.0,0.8,87.25586,9.999997e-16
2024-06-05,400,0.0,23.6,63.0,1.0,86.22485,9.999997e-16
2024-06-05,500,0.0,24.4,58.0,1.4,84.2146,9.999997e-16
2024-06-05,600,0.0,25.9,58.0,1.2,81.671875,9.999997e-16
2024-06-05,700,0.0,27.8,54.0,1.8,79.68628,4.65625
2024-06-05,800,0.0,28.4,56.0,2.3,88.02368,92.171875
2024-06-05,900,0.0,29.0,54.0,3.8,107.558105,247.07812
2024-06-05,1000,0.0,27.7,55.0,3.9,129.01025,410.29688
2024-06-05,1100,0.0,32.5,34.0,3.0,151.97998,558.8281
2024-06-05,1200,0.0,34.3,29.0,2.7,174.71558,678.3125
2024-06-05,1300,0.0,35.4,31.0,3.1,193.31128,758.9219
2024-06-05,1400,0.0,36.0,33.0,3.4,205.33301,792.7344
2024-06-05,1500,0.0,37.3,31.0,3.4,213.41455,777.65625
2024-06-05,1600,0.0,36.7,34.0,3.3,215.08984,715.0156
2024-06-05,1700,0.0,37.3,29.0,2.8,210.99121,609.4844
2024-06-05,1800,0.0,36.5,34.0,1.7,200.44434,469.6875
2024-06-05,1900,0.0,34.6,37.0,1.0,183.33049,308.64062
2024-06-05,2000,0.0,33.3,33.0,1.4,160.08174,145.51562
2024-06-05,2100,0.0,32.3,32.0,1.4,124.17113,22.1875
2024-06-05,2200,0.0,31.1,35.0,1.6,108.81592,9.999997e-16
2024-06-05,2300,0.0,29.0,46.0,2.7,111.66919,9.999997e-16
2024-06-05,2400,0.0,29.1,43.0,1.7,109.20923,9.999997e-16
2024-06-06,100,0.0,26.4,54.0,1.8,104.93799,9.999997e-16
2024-06-06,200,0.0,25.8,56.0,1.5,99.55859,9.999997e-16
2024-06-06,300,0.0,25.2,59.0,1.3,97.332275,9.999997e-16
2024-06-06,400,0.0,24.8,58.0,1.2,94.01465,9.999997e-16
2024-06-06,500,0.0,24.4,61.0,1.6,90.069824,9.999997e-16
2024-06-06,600,0.0,26.2,61.0,1.4,87.611084,9.999997e-16
2024-06-06,700,0.0,27.0,69.0,3.1,84.951904,4.78125
2024-06-06,800,0.0,28.4,65.0,2.8,94.9541,92.65625
2024-06-06,900,0.0,29.7,57.0,3.1,115.80151,251.78125
2024-06-06,1000,0.0,31.6,49.0,3.1,136.25952,415.79688
2024-06-06,1100,0.0,33.6,40.0,2.8,158.49219,562.28125
2024-06-06,1200,0.0,35.4,34.0,2.9,180.40112,681.3906
2024-06-06,1300,0.0,36.7,34.0,2.6,204.56348,766.7031
2024-06-06,1400,0.0,38.5,28.0,2.6,212.33032,796.78125
2024-06-06,1500,0.0,36.9,34.0,2.9,218.49243,780.5469
2024-06-06,1600,0.0,35.1,39.0,3.2,217.54614,717.4219
2024-06-06,1700,0.0,38.8,28.0,2.8,210.61694,612.1875
2024-06-06,1800,0.0,38.1,28.0,2.3,198.84009,471.85938
2024-06-06,1900,0.0,37.2,28.0,0.9,183.024,311.375
2024-06-06,2000,0.0,34.2,31.0,1.2,163.58017,147.875
2024-06-06,2100,0.0,32.8,34.0,2.9,130.43507,23.0
2024-06-06,2200,0.0,31.7,42.0,3.3,119.50708,9.999997e-16
2024-06-06,2300,0.0,30.5,45.0,3.0,119.18677,9.999997e-16
2024-06-06,2400,0.0,28.0,53.0,1.8,111.517334,9.999997e-16
2024-06-07,100,0.0,27.2,54.0,1.5,93.69653,9.999997e-16
2024-06-07,200,0.0,27.0,52.0,1.6,91.968994,9.999997e-16
2024-06-07,300,0.0,26.5,52.0,1.5,86.269775,9.999997e-16
2024-06-07,400,0.0,25.9,53.0,1.7,84.302,9.999997e-16
2024-06-07,500,0.0,25.2,54.0,1.2,78.45776,9.999997e-16
2024-06-07,600,0.0,26.6,53.0,1.1,77.572266,9.999997e-16
2024-06-07,700,0.0,29.5,46.0,1.9,73.643555,4.546875
2024-06-07,800,0.0,31.2,42.0,1.5,87.93384,86.28125
2024-06-07,900,0.0,32.8,40.0,1.3,112.23486,225.60938
2024-06-07,1000,0.0,33.9,39.0,1.8,137.99414,397.71875
2024-06-07,1100,0.0,35.3,35.0,1.9,155.12744,524.65625
2024-06-07,1200,0.0,36.5,32.0,2.1,174.13257,645.3594
2024-06-07,1300,0.0,38.3,27.0,2.1,188.84497,725.4844
2024-06-07,1400,0.0,39.1,27.0,2.8,200.57935,758.875
2024-06-07,1500,0.0,39.4,26.0,2.3,200.01929,691.0469
2024-06-07,1600,0.0,40.0,26.0,2.2,203.06982,674.625
2024-06-07,1700,0.0,40.1,24.0,1.4,194.67017,567.25
2024-06-07,1800,0.0,38.9,27.0,3.1,181.8645,418.26562
2024-06-07,1900,0.0,35.5,31.0,4.0,163.41304,265.34375
2024-06-07,2000,0.0,33.0,36.0,4.2,139.46246,120.921875
2024-06-07,2100,0.0,31.1,39.0,3.7,120.08467,19.4375
2024-06-07,2200,0.0,29.6,43.0,3.3,115.41284,9.999997e-16
2024-06-07,2300,0.0,28.4,46.0,2.9,110.85156,9.999997e-16
2024-06-07,2400,0.0,27.2,49.0,2.5,107.53955,9.999997e-16
2024-06-08,100,0.0,26.1,53.0,2.2,97.90454,9.999997e-16
2024-06-08,200,0.0,24.9,58.0,1.0,93.26416,9.999997e-16
2024-06-08,300,0.0,25.0,56.0,1.1,92.36328,9.999997e-16
2024-06-08,400,0.0,24.8,54.0,1.5,89.44751,9.999997e-16
2024-06-08,500,0.0,24.3,57.0,1.9,87.4729,9.999997e-16
2024-06-08,600,0.0,25.7,53.0,2.0,85.41943,9.999997e-16
2024-06-08,700,0.0,27.7,51.0,1.2,81.96948,4.578125
2024-06-08,800,0.0,30.0,44.0,1.4,90.78931,90.84375
2024-06-08,900,0.0,31.7,39.0,2.2,107.987305,242.4375
2024-06-08,1000,0.0,31.6,46.0,2.4,126.46289,388.92188
2024-06-08,1100,0.0,31.0,49.0,2.7,147.8396,541.46875
2024-06-08,1200,0.0,33.3,40.0,2.4,169.5979,664.8594
2024-06-08,1300,0.0,36.9,30.0,2.4,187.28784,754.5625
2024-06-08,1400,0.0,37.7,29.0,2.4,197.64648,788.5625
2024-06-08,1500,0.0,38.7,26.0,1.6,206.281,776.1094
2024-06-08,1600,0.0,39.6,24.0,1.9,208.23657,713.8125
2024-06-08,1700,0.0,39.2,21.0,4.6,201.80493,610.3281
2024-06-08,1800,0.0,37.1,20.0,4.9,188.8291,471.60938
2024-06-08,1900,0.0,33.5,26.0,4.0,171.05682,311.90625
2024-06-08,2000,0.0,31.0,33.0,3.8,151.84018,149.28125
2024-06-08,2100,0.0,29.8,35.0,4.0,134.96083,24.046875
2024-06-08,2200,0.0,28.3,40.0,3.7,125.57367,9.999997e-16
2024-06-08,2300,0.0,26.9,44.0,2.9,119.816895,9.999997e-16
2024-06-08,2400,0.0,24.9,49.0,2.5,112.879395,9.999997e-16
2024-06-09,100,0.0,23.3,55.0,1.5,110.322754,9.999997e-16
2024-06-09,200,0.0,22.4,56.0,1.2,106.86328,9.999997e-16
2024-06-09,300,0.0,21.8,57.0,1.3,105.861084,9.999997e-16
2024-06-09,400,0.0,20.5,61.0,1.4,104.32373,9.999997e-16
2024-06-09,500,0.0,19.9,63.0,1.6,101.74585,9.999997e-16
2024-06-09,600,0.0,22.2,58.0,0.9,100.859375,9.999997e-16
2024-06-09,700,0.0,25.0,56.0,1.2,96.78198,4.9375
2024-06-09,800,0.0,22.6,78.0,1.4,104.38599,96.546875
2024-06-09,900,0.0,28.2,43.0,1.8,131.08179,258.14062
2024-06-09,1000,0.0,31.5,31.0,2.1,154.38159,427.4375
2024-06-09,1100,0.0,30.4,42.0,2.5,176.8601,575.8594
2024-06-09,1200,0.0,31.5,37.0,2.3,197.58398,695.65625
2024-06-09,1300,0.0,34.9,32.0,2.2,209.42725,761.5156
2024-06-09,1400,0.0,34.4,29.0,2.8,217.9834,800.8125
2024-06-09,1500,0.0,33.2,32.0,1.6,217.00732,761.5469
2024-06-09,1600,0.0,33.3,31.0,1.7,212.70483,690.5625
2024-06-09,1700,0.0,37.3,19.0,1.0,205.97192,591.28125
2024-06-09,1800,0.0,37.5,18.0,1.4,199.7605,463.29688
2024-06-09,1900,0.0,34.6,23.0,2.2,185.15273,311.32812
2024-06-09,2000,0.0,31.8,27.0,3.6,164.948,151.65625
2024-06-09,2100,0.0,29.8,35.0,3.8,139.14655,24.421875
2024-06-09,2200,0.0,27.5,43.0,3.2,122.131836,9.999997e-16
2024-06-09,2300,0.0,25.7,49.0,2.6,112.446045,9.999997e-16
2024-06-09,2400,0.0,23.7,56.0,1.9,104.96167,9.999997e-16
2024-06-10,100,0.0,22.7,58.0,1.1,102.73291,9.999997e-16
2024-06-10,200,0.0,22.7,56.0,1.9,97.76318,9.999997e-16
2024-06-10,300,0.0,22.3,56.0,1.4,92.69653,9.999997e-16
2024-06-10,400,0.0,22.0,58.0,2.0,85.35278,9.999997e-16
2024-06-10,500,0.0,20.2,65.0,1.4,85.81006,9.999997e-16
2024-06-10,600,0.0,23.0,56.0,1.2,84.76074,9.999997e-16
2024-06-10,700,0.0,26.3,46.0,1.2,81.931885,4.875
2024-06-10,800,0.0,28.3,41.0,1.8,94.93506,93.6875
2024-06-10,900,0.0,30.0,37.0,1.3,120.02661,247.60938
2024-06-10,1000,0.0,32.1,31.0,1.2,144.65381,415.73438
2024-06-10,1100,0.0,28.5,50.0,1.4,166.99146,563.96875
2024-06-10,1200,0.0,30.6,43.0,2.1,187.84302,684.6719
2024-06-10,1300,0.0,32.9,33.0,3.3,208.19727,764.78125
2024-06-10,1400,0.0,35.7,26.0,3.6,215.96729,794.8125
2024-06-10,1500,0.0,36.0,26.0,3.6,221.64502,781.375
2024-06-10,1600,0.0,36.8,26.0,3.4,220.81421,718.7344
2024-06-10,1700,0.0,36.7,26.0,3.2,213.67163,613.65625
2024-06-10,1800,0.0,35.7,28.0,2.4,201.41553,474.03125
2024-06-10,1900,0.0,34.8,30.0,1.3,183.95459,314.9375
2024-06-10,2000,0.0,31.9,38.0,1.2,161.07597,151.39062
2024-06-10,2100,0.0,29.6,42.0,1.9,126.21246,25.09375
2024-06-10,2200,0.0,29.5,39.0,2.7,104.87915,9.999997e-16
2024-06-10,2300,0.0,28.3,43.0,2.5,99.21411,9.999997e-16
2024-06-10,2400,0.0,26.9,48.0,2.2,99.60547,9.999997e-16
2024-06-11,100,0.0,25.5,53.0,1.9,91.78711,9.999997e-16
2024-06-11,200,0.0,24.4,57.0,1.9,88.44238,9.999997e-16
2024-06-11,300,0.0,23.1,63.0,1.5,86.68213,9.999997e-16
2024-06-11,400,0.0,22.1,66.0,1.6,84.17749,9.999997e-16
2024-06-11,500,0.0,22.1,66.0,1.4,82.26709,9.999997e-16
2024-06-11,600,0.0,24.4,59.0,1.3,81.44873,9.999997e-16
2024-06-11,700,0.0,26.8,58.0,1.6,80.96997,4.953125
2024-06-11,800,0.0,28.4,58.0,1.7,95.25415,94.8125
2024-06-11,900,0.0,29.0,57.0,1.7,119.76953,252.79688
2024-06-11,1000,0.0,29.2,52.0,2.2,142.56445,416.65625
2024-06-11,1100,0.0,33.6,32.0,2.3,165.52979,559.40625
2024-06-11,1200,0.0,34.9,27.0,2.6,188.50952,684.6875
2024-06-11,1300,0.0,36.2,25.0,2.7,208.80933,765.9531
2024-06-11,1400,0.0,37.2,25.0,3.2,219.74463,799.6875
2024-06-11,1500,0.0,38.0,25.0,3.4,227.99707,786.1406
2024-06-11,1600,0.0,34.3,38.0,3.6,228.3186,728.125
2024-06-11,1700,0.0,36.7,27.0,2.9,221.85327,626.03125
2024-06-11,1800,0.0,36.8,27.0,2.0,210.21436,483.90625
2024-06-11,1900,0.0,35.4,26.0,1.3,193.0752,319.07812
2024-06-11,2000,0.0,33.0,31.0,1.3,170.96866,154.29688
2024-06-11,2100,0.0,30.3,38.0,1.7,135.90034,25.953125
2024-06-11,2200,0.0,29.2,40.0,2.6,113.74547,9.999997e-16
2024-06-11,2300,0.0,27.9,44.0,2.2,116.19336,9.999997e-16
2024-06-11,2400,0.0,26.3,53.0,2.2,116.605225,9.999997e-16
2024-06-12,100,0.0,25.1,57.0,1.9,108.13208,9.999997e-16
2024-06-12,200,0.0,24.5,58.0,1.9,101.29883,9.999997e-16
2024-06-12,300,0.0,24.3,58.0,2.3,95.38013,9.999997e-16
2024-06-12,400,0.0,24.9,54.0,2.2,90.882324,9.999997e-16
2024-06-12,500,0.0,23.0,62.0,1.2,87.20923,9.999997e-16
2024-06-12,600,0.0,24.5,61.0,1.0,82.46802,9.999997e-16
2024-06-12,700,0.0,27.4,53.0,1.8,79.61401,4.953125
2024-06-12,800,0.0,29.8,47.0,1.3,91.65039,94.484375
2024-06-12,900,0.0,32.4,31.0,1.5,121.18701,251.79688
2024-06-12,1000,0.0,34.1,31.0,2.0,145.56348,415.07812
2024-06-12,1100,0.0,36.0,28.0,2.3,168.17017,565.4531
2024-06-12,1200,0.0,37.3,25.0,1.9,188.58594,686.1719
2024-06-12,1300,0.0,37.7,25.0,2.7,207.61523,766.3594
2024-06-12,1400,0.0,38.2,24.0,2.4,219.16602,802.2656
2024-06-12,1500,0.0,36.3,30.0,2.4,229.96094,789.8281
2024-06-12,1600,0.0,36.9,26.0,1.8,233.32837,729.0625
2024-06-12,1700,0.0,39.3,21.0,2.3,229.02783,624.4219
2024-06-12,1800,0.0,38.8,22.0,2.2,218.95947,484.67188
2024-06-12,1900,0.0,35.5,29.0,2.5,203.05347,322.57812
2024-06-12,2000,0.0,32.6,29.0,2.5,179.18016,156.57812
2024-06-12,2100,0.0,31.2,25.0,2.8,145.29356,26.671875
2024-06-12,2200,0.0,28.4,31.0,2.2,133.95874,9.999997e-16
2024-06-12,2300,0.0,27.1,33.0,2.7,129.33618,9.999997e-16
2024-06-12,2400,0.0,26.1,32.0,2.5,121.998535,9.999997e-16
2024-06-13,100,0.0,25.0,36.0,2.5,110.249756,9.999997e-16
2024-06-13,200,0.0,24.8,38.0,2.2,107.92041,9.999997e-16
2024-06-13,300,0.0,25.1,34.0,2.3,104.654785,9.999997e-16
2024-06-13,400,0.0,23.1,38.0,2.0,100.80859,9.999997e-16
2024-06-13,500,0.0,23.0,39.0,1.9,97.61597,9.999997e-16
2024-06-13,600,0.0,25.6,34.0,1.6,95.27197,9.999997e-16
2024-06-13,700,0.0,29.4,31.0,1.4,93.36719,4.9375
2024-06-13,800,0.0,31.5,29.0,2.2,103.69092,94.5625
2024-06-13,900,0.0,33.8,21.0,2.8,128.6482,251.98438
2024-06-13,1000,0.0,35.8,17.0,2.7,154.59131,417.32812
2024-06-13,1100,0.0,37.0,17.0,1.9,178.90479,568.1719
2024-06-13,1200,0.0,37.7,16.0,2.7,199.82031,690.0156
2024-06-13,1300,0.0,38.6,16.0,3.2,213.6936,765.2031
2024-06-13,1400,0.0,39.0,16.0,4.3,224.46924,800.71875
2024-06-13,1500,0.0,39.6,15.0,4.8,231.55103,784.9219
2024-06-13,1600,0.0,39.6,15.0,3.7,226.85132,680.4219
2024-06-13,1700,0.0,39.1,18.0,4.0,222.68091,610.3594
2024-06-13,1800,0.0,36.9,22.0,5.6,201.9292,442.71875
2024-06-13,1900,0.0,34.6,24.0,5.4,182.3938,310.0625
2024-06-13,2000,0.0,32.2,28.0,5.4,157.86615,150.375
2024-06-13,2100,0.0,30.9,28.0,5.3,136.19073,26.328125
2024-06-13,2200,0.0,29.3,30.0,4.1,129.62776,9.999997e-16
2024-06-13,2300,0.0,28.2,30.0,3.7,125.883545,9.999997e-16
2024-06-13,2400,0.0,26.3,36.0,2.9,120.47949,9.999997e-16
2024-06-14,100,0.0,24.5,44.0,2.3,119.035645,9.999997e-16
2024-06-14,200,0.0,24.3,41.0,1.6,113.43994,9.999997e-16
2024-06-14,300,0.0,22.9,46.0,1.9,109.40967,9.999997e-16
2024-06-14,400,0.0,21.7,51.0,1.8,105.42432,9.999997e-16
2024-06-14,500,0.0,21.6,53.0,1.9,101.996826,9.999997e-16
2024-06-14,600,0.0,22.9,51.0,1.2,97.773926,9.999997e-16
2024-06-14,700,0.0,26.9,40.0,1.6,95.30957,4.953125
2024-06-14,800,0.0,29.5,34.0,1.6,103.024414,95.125
2024-06-14,900,0.0,32.3,31.0,1.4,125.501465,253.95312
2024-06-14,1000,0.0,35.6,25.0,1.5,149.87012,420.3125
2024-06-14,1100,0.0,38.9,16.0,1.6,174.27441,570.5156
2024-06-14,1200,0.0,39.6,19.0,2.4,196.78491,691.7031
2024-06-14,1300,0.0,36.6,29.0,2.8,212.50244,768.8125
2024-06-14,1400,0.0,36.9,30.0,3.2,226.1748,803.875
2024-06-14,1500,0.0,39.1,26.0,4.0,232.63696,789.875
2024-06-14,1600,0.0,41.5,22.0,3.5,232.20386,727.7656
2024-06-14,1700,0.0,41.1,21.0,2.7,224.07251,622.4844
2024-06-14,1800,0.0,40.2,21.0,1.6,210.63281,482.6875
2024-06-14,1900,0.0,36.7,31.0,1.5,192.1914,321.10938
2024-06-14,2000,0.0,33.4,36.0,1.7,169.34866,156.23438
2024-06-14,2100,0.0,32.9,32.0,2.3,132.72232,27.15625
2024-06-14,2200,0.0,32.1,32.0,3.0,110.222824,9.999997e-16
2024-06-14,2300,0.0,32.9,28.0,3.7,114.41919,9.999997e-16
2024-06-14,2400,0.0,30.8,34.0,3.1,115.07764,9.999997e-16
2024-06-15,100,0.0,28.9,39.0,2.6,102.4541,9.999997e-16
2024-06-15,200,0.0,27.8,41.0,2.4,95.64453,9.999997e-16
2024-06-15,300,0.0,27.4,42.0,2.8,89.9021,9.999997e-16
2024-06-15,400,0.0,26.9,44.0,2.3,87.206055,9.999997e-16
2024-06-15,500,0.0,25.1,48.0,1.2,86.86084,9.999997e-16
2024-06-15,600,0.0,27.3,39.0,1.2,86.64795,9.999997e-16
2024-06-15,700,0.0,31.1,35.0,1.8,84.39111,4.890625
2024-06-15,800,0.0,32.7,35.0,2.4,96.53418,94.484375
2024-06-15,900,0.0,33.0,39.0,3.0,126.12378,252.01562
2024-06-15,1000,0.0,34.8,33.0,3.4,155.76099,418.03125
2024-06-15,1100,0.0,36.4,24.0,3.3,183.55322,569.21875
2024-06-15,1200,0.0,38.0,23.0,2.6,208.21289,690.96875
2024-06-15,1300,0.0,40.4,16.0,2.3,229.70386,774.65625
2024-06-15,1400,0.0,41.7,14.0,2.3,239.1726,810.3594
2024-06-15,1500,0.0,42.1,15.0,2.4,245.56201,796.6094
2024-06-15,1600,0.0,42.2,17.0,2.8,245.98804,734.21875
2024-06-15,1700,0.0,42.0,17.0,2.4,240.00659,628.6719
2024-06-15,1800,0.0,42.1,16.0,2.0,226.5498,488.65625
2024-06-15,1900,0.0,37.7,20.0,2.1,207.2666,326.73438
2024-06-15,2000,0.0,36.0,19.0,3.3,184.64229,159.96875
2024-06-15,2100,0.0,34.3,21.0,3.4,161.47578,28.28125
2024-06-15,2200,0.0,32.0,25.0,1.5,147.72073,9.999997e-16
2024-06-15,2300,0.0,30.1,30.0,2.1,141.7688,9.999997e-16
2024-06-15,2400,0.0,27.6,35.0,1.5,134.5852,9.999997e-16
2024-06-16,100,0.0,26.3,39.0,2.3,125.72388,9.999997e-16
2024-06-16,200,0.0,26.5,36.0,1.7,121.90967,9.999997e-16
2024-06-16,300,0.0,25.6,35.0,1.5,118.131836,9.999997e-16
2024-06-16,400,0.0,23.4,44.0,1.9,113.67456,9.999997e-16
2024-06-16,500,0.0,23.3,40.0,2.0,109.0376,9.999997e-16
2024-06-16,600,0.0,26.8,31.0,2.9,104.64673,9.999997e-16
2024-06-16,700,0.0,29.7,28.0,2.1,100.97705,5.046875
2024-06-16,800,0.0,32.5,22.0,1.2,112.04248,97.453125
2024-06-16,900,0.0,33.9,18.0,1.7,139.18066,257.78125
2024-06-16,1000,0.0,33.1,24.0,1.7,164.03418,424.46875
2024-06-16,1100,0.0,33.0,28.0,2.0,188.26562,575.9375
2024-06-16,1200,0.0,36.9,18.0,2.3,209.90869,698.0156
2024-06-16,1300,0.0,38.5,13.0,1.8,225.91895,781.09375
2024-06-16,1400,0.0,36.2,20.0,1.7,236.39941,816.5625
2024-06-16,1500,0.0,38.2,16.0,1.6,243.8628,802.9531
2024-06-16,1600,0.0,40.5,13.0,1.6,242.87671,740.75
2024-06-16,1700,0.0,40.8,14.0,1.6,231.82446,633.875
2024-06-16,1800,0.0,38.3,21.0,2.7,212.76343,491.64062
2024-06-16,1900,0.0,35.3,24.0,3.9,189.49536,327.79688
2024-06-16,2000,0.0,32.5,29.0,4.5,166.92894,160.64062
2024-06-16,2100,0.0,30.7,33.0,5.4,147.51506,28.609375
2024-06-16,2200,0.0,28.5,38.0,3.4,135.93741,9.999997e-16
2024-06-16,2300,0.0,26.9,42.0,2.8,130.97485,9.999997e-16
2024-06-16,2400,0.0,26.0,45.0,2.8,125.371826,9.999997e-16
2024-06-17,100,0.0,25.5,46.0,2.8,116.62671,9.999997e-16
2024-06-17,200,0.0,24.4,50.0,2.5,113.032715,9.999997e-16
2024-06-17,300,0.0,23.7,52.0,2.3,110.19629,9.999997e-16
2024-06-17,400,0.0,23.5,50.0,2.6,107.01611,9.999997e-16
2024-06-17,500,0.0,22.4,55.0,2.1,103.565186,9.999997e-16
2024-06-17,600,0.0,23.1,53.0,2.3,99.1499,9.999997e-16
2024-06-17,700,0.0,25.5,48.0,2.8,95.22656,4.78125
2024-06-17,800,0.0,28.4,39.0,1.8,103.35986,94.0
2024-06-17,900,0.0,29.2,40.0,1.2,124.870605,251.57812
2024-06-17,1000,0.0,30.3,37.0,1.8,147.96216,417.9375
2024-06-17,1100,0.0,34.2,26.0,1.9,170.77539,570.1094
2024-06-17,1200,0.0,34.1,29.0,2.1,191.42432,692.7656
2024-06-17,1300,0.0,32.4,34.0,1.7,202.81982,775.0469
2024-06-17,1400,0.0,33.0,36.0,1.4,213.49683,810.71875
2024-06-17,1500,0.0,37.8,22.0,2.8,219.48022,796.6875
2024-06-17,1600,0.0,37.5,24.0,4.8,216.80444,733.65625
2024-06-17,1700,0.0,35.7,27.0,5.7,205.55078,626.7344
2024-06-17,1800,0.0,33.3,32.0,5.5,187.55078,485.20312
2024-06-17,1900,0.0,31.3,35.0,4.5,166.25346,322.28125
2024-06-17,2000,0.0,29.5,38.0,5.6,147.37967,157.5625
2024-06-17,2100,0.0,27.8,44.0,5.6,131.79604,28.234375
2024-06-17,2200,0.0,26.0,49.0,4.2,122.164444,9.999997e-16
2024-06-17,2300,0.0,25.0,51.0,3.1,117.45239,9.999997e-16
2024-06-17,2400,0.0,23.8,54.0,2.5,112.04297,9.999997e-16
2024-06-18,100,0.0,23.0,56.0,2.0,107.78906,9.999997e-16
2024-06-18,200,0.0,22.4,59.0,1.7,103.24585,9.999997e-16
