time,Hour (PST),Jul,ETo (mm),Rain,Sol Rad (W/sq.m),Vap Pres (kPa),AirTemp,RelHum,Dew Point (C),WindSpeed,Wind Dir (0-360),LongWave,ShortWave,Soil Temp (C)
2024-04-03,1100,94,0.64,0.0,840.0,0.8,27.1,23.0,4.4,1.6,67.0,-156.51978,492.10938,19.4
2024-04-03,1200,94,0.73,0.0,887.0,0.9,27.6,24.0,5.4,2.8,111.0,-180.70044,632.5,19.6
2024-04-03,1300,94,0.78,0.0,906.0,0.8,27.8,22.0,4.0,4.1,123.0,-201.26831,729.3594,19.8
2024-04-03,1400,94,0.71,0.0,848.0,0.8,27.9,22.0,3.9,3.7,117.0,-212.51147,772.3594,20.0
2024-04-03,1500,94,0.6,0.0,730.0,0.7,28.2,20.0,2.8,3.4,131.0,-216.51709,758.8594,20.2
2024-04-03,1600,94,0.43,0.0,558.0,0.8,28.1,20.0,3.4,2.6,124.0,-215.1167,689.7344,20.5
2024-04-03,1700,94,0.27,0.0,343.0,0.8,27.6,22.0,4.0,2.9,129.0,-207.61963,570.78125,20.8
2024-04-03,1800,94,0.11,0.0,103.0,0.9,26.1,25.0,4.6,2.0,147.0,-193.33095,412.375,21.0
2024-04-03,1900,94,0.01,0.0,1.0,0.9,23.6,30.0,5.2,1.2,208.0,-171.0841,231.28125,21.2
2024-04-03,2000,94,0.0,0.0,0.0,1.0,20.4,42.0,7.2,1.4,245.0,-135.41745,61.40625,21.2
2024-04-03,2100,94,0.02,0.0,0.0,0.9,20.4,38.0,5.5,2.2,300.0,-103.171524,9.999997E-16,21.1
2024-04-03,2200,94,0.03,0.0,0.0,0.9,21.0,38.0,6.0,2.7,313.0,-95.186035,9.999997E-16,21.0
2024-04-03,2300,94,0.03,0.0,0.0,0.9,20.4,39.0,6.2,2.7,317.0,-93.53247,9.999997E-16,20.7
2024-04-03,2400,94,0.02,0.0,0.0,1.0,19.2,43.0,6.3,2.7,299.0,-94.85864,9.999997E-16,20.5
2024-04-04,100,95,0.04,0.0,0.0,1.0,16.8,51.0,6.6,2.0,281.0,-91.03784,9.999997E-16,20.2
2024-04-04,200,95,0.03,0.0,0.0,0.9,15.1,54.0,6.0,1.8,275.0,-90.14209,9.999997E-16,20.0
2024-04-04,300,95,0.02,0.0,0.0,0.9,14.0,54.0,5.0,1.5,269.0,-87.07739,9.999997E-16,19.7
2024-04-04,400,95,0.03,0.0,0.0,0.8,14.9,49.0,4.3,1.4,279.0,-85.468506,9.999997E-16,19.4
2024-04-04,500,95,0.02,0.0,0.0,0.8,13.2,54.0,4.0,1.3,224.0,-83.095215,9.999997E-16,19.2
2024-04-04,600,95,0.04,0.0,13.0,0.8,14.0,50.0,3.7,1.6,204.0,-81.607666,9.999997E-16,18.9
2024-04-04,700,95,0.09,0.0,138.0,0.9,16.5,49.0,5.8,1.1,229.0,-80.42993,9.999997E-16,18.6
2024-04-04,800,95,0.22,0.0,340.0,1.1,20.1,48.0,8.7,1.3,35.0,-80.61035,13.328125,18.4
2024-04-04,900,95,0.4,0.0,543.0,0.9,21.6,34.0,5.0,2.2,355.0,-103.55859,145.29688,18.2
2024-04-04,1000,95,0.51,0.0,714.0,0.9,23.0,32.0,5.4,1.5,43.0,-133.031,332.92188,18.1
2024-04-04,1100,95,0.63,0.0,833.0,1.0,24.0,32.0,6.4,2.1,116.0,-157.92407,506.54688,18.2
2024-04-04,1200,95,0.7,0.0,902.0,0.9,25.3,27.0,4.9,2.5,124.0,-175.63477,645.7969,18.4
2024-04-04,1300,95,0.71,0.0,908.0,0.9,26.0,28.0,6.0,3.0,117.0,-190.92871,735.5781,18.7
2024-04-04,1400,95,0.73,0.0,817.0,0.7,28.2,19.0,2.3,4.1,240.0,-201.34888,776.90625,19.0
2024-04-04,1500,95,0.75,0.0,734.0,0.7,27.8,18.0,1.0,6.8,241.0,-207.823,769.1406,19.4
2024-04-04,1600,95,0.61,0.0,557.0,0.7,27.2,18.0,1.0,7.2,243.0,-206.69336,702.1875,19.9
2024-04-04,1700,95,0.44,0.0,357.0,0.7,24.9,21.0,1.0,7.4,252.0,-194.7666,580.84375,20.4
2024-04-04,1800,95,0.22,0.0,111.0,0.7,22.6,27.0,2.5,6.5,249.0,-172.70805,417.875,20.9
2024-04-04,1900,95,0.14,0.0,2.0,0.8,20.8,33.0,3.7,7.5,244.0,-144.69319,238.5625,21.2
2024-04-04,2000,95,0.18,0.0,0.0,0.7,19.1,34.0,2.7,9.6,250.0,-122.380264,63.046875,21.3
2024-04-04,2100,95,0.2,0.0,0.0,0.7,18.6,32.0,1.5,10.7,252.0,-114.7408,0.03125,21.3
2024-04-04,2200,95,0.12,0.0,0.0,0.7,18.4,33.0,1.9,7.0,252.0,-110.77026,9.999997E-16,21.2
2024-04-04,2300,95,0.12,0.0,0.0,0.7,18.0,33.0,1.5,7.0,228.0,-105.76123,9.999997E-16,21.0
2024-04-04,2400,95,0.05,0.0,0.0,0.8,16.5,40.0,2.9,4.1,327.0,-97.81494,9.999997E-16,20.8
2024-04-05,100,96,0.11,0.0,0.0,0.7,16.7,35.0,1.2,4.5,227.0,-91.71509,9.999997E-16,20.6
2024-04-05,200,96,0.08,0.0,0.0,0.7,15.1,38.0,1.1,3.9,264.0,-101.33911,9.999997E-16,20.4
2024-04-05,300,96,0.12,0.0,0.0,0.5,13.9,34.0,-1.5,5.6,255.0,-102.83032,9.999997E-16,20.2
2024-04-05,400,96,0.05,0.0,0.0,0.6,12.2,40.0,-0.9,2.4,334.0,-99.995605,9.999997E-16,19.9
2024-04-05,500,96,0.05,0.0,0.0,0.6,11.8,41.0,-0.9,2.5,325.0,-95.704834,9.999997E-16,19.7
2024-04-05,600,96,0.04,0.0,12.0,0.6,11.4,46.0,0.2,1.8,350.0,-95.1604,9.999997E-16,19.4
2024-04-05,700,96,0.11,0.0,138.0,0.7,11.9,50.0,1.7,3.0,35.0,-95.32056,9.999997E-16,19.1
2024-04-05,800,96,0.22,0.0,338.0,0.7,13.8,43.0,1.5,2.5,24.0,-96.453125,13.75,18.9
2024-04-05,900,96,0.36,0.0,546.0,0.6,15.5,36.0,0.6,2.6,131.0,-105.39746,140.46875,18.6
2024-04-05,1000,96,0.43,0.0,704.0,0.9,14.4,55.0,5.4,2.6,105.0,-124.711914,324.79688,18.5
2024-04-05,1100,96,0.53,0.0,762.0,0.7,17.0,38.0,2.5,3.1,103.0,-139.5957,495.64062,18.6
2024-04-05,1200,96,0.35,0.0,457.0,0.7,17.9,33.0,1.3,3.2,335.0,-147.47363,558.8125,18.7
2024-04-05,1300,96,0.56,0.0,666.0,0.7,18.5,32.0,1.7,5.3,257.0,-142.55103,641.03125,18.8
2024-04-05,1400,96,0.68,0.0,845.0,0.7,18.8,32.0,1.9,6.9,244.0,-144.76538,666.1719,18.9
2024-04-05,1500,96,0.37,0.0,385.0,0.7,17.3,34.0,1.2,5.8,261.0,-150.86328,720.0,18.9
2024-04-05,1600,96,0.42,0.0,409.0,0.6,16.5,34.0,0.6,7.6,314.0,-135.02051,621.71875,19.0
2024-04-05,1700,96,0.33,0.0,290.0,0.6,16.3,32.0,-0.4,7.1,306.0,-134.83789,522.0625,19.1
2024-04-05,1800,96,0.15,0.0,61.0,0.6,15.0,37.0,0.3,5.8,266.0,-117.75038,353.71875,19.1
2024-04-05,1900,96,0.09,0.0,2.0,0.6,13.7,40.0,0.2,5.4,263.0,-114.38678,209.0625,19.1
2024-04-05,2000,96,0.1,0.0,0.0,0.6,13.3,37.0,-0.9,6.0,299.0,-104.703415,52.3125,18.9
2024-04-05,2100,96,0.04,0.0,0.0,0.6,12.7,41.0,-0.2,2.6,253.0,-96.0574,0.03125,18.7
2024-04-05,2200,96,0.03,0.0,0.0,0.6,12.0,43.0,-0.2,2.1,330.0,-82.47778,9.999997E-16,18.5
2024-04-05,2300,96,0.02,0.0,0.0,0.6,11.0,48.0,0.4,2.1,338.0,-90.61133,9.999997E-16,18.2
2024-04-05,2400,96,0.01,0.0,0.0,0.7,9.8,55.0,1.3,1.8,236.0,-89.20654,9.999997E-16,18.0
2024-04-06,100,97,0.01,0.0,0.0,0.7,8.4,61.0,1.4,1.3,232.0,-92.14111,9.999997E-16,17.7
2024-04-06,200,97,0.01,0.0,0.0,0.7,7.8,65.0,1.7,1.1,281.0,-93.71216,9.999997E-16,17.4
2024-04-06,300,97,0.01,0.0,0.0,0.7,7.5,66.0,1.5,1.8,256.0,-87.20557,9.999997E-16,17.1
2024-04-06,400,97,0.02,0.0,0.0,0.7,8.1,62.0,1.3,2.3,283.0,-85.15454,9.999997E-16,16.9
2024-04-06,500,97,0.01,0.0,0.0,0.7,7.7,62.0,1.0,1.6,262.0,-84.47705,9.999997E-16,16.6
2024-04-06,600,97,0.01,0.0,17.0,0.7,6.3,71.0,1.3,1.3,264.0,-86.6814,9.999997E-16,16.3
2024-04-06,700,97,0.08,0.0,142.0,0.7,10.3,57.0,2.1,1.3,320.0,-85.36694,9.999997E-16,16.1
2024-04-06,800,97,0.21,0.0,352.0,0.7,13.3,44.0,1.4,1.8,352.0,-83.67236,15.578125,15.8
2024-04-06,900,97,0.33,0.0,557.0,0.7,15.1,39.0,1.1,1.4,88.0,-102.413574,149.29688,15.6
2024-04-06,1000,97,0.46,0.0,730.0,0.6,16.5,34.0,0.7,1.6,148.0,-127.46924,329.9375,15.6
2024-04-06,1100,97,0.56,0.0,854.0,0.6,18.3,28.0,-0.5,1.6,162.0,-141.52368,501.04688,15.7
2024-04-06,1200,97,0.63,0.0,921.0,0.6,19.6,25.0,-0.9,2.4,140.0,-160.6814,643.1875,15.9
2024-04-06,1300,97,0.64,0.0,924.0,0.7,19.1,33.0,2.4,3.2,119.0,-177.51978,736.3125,16.2
2024-04-06,1400,97,0.55,0.0,862.0,1.0,16.9,52.0,7.1,3.1,126.0,-188.31104,778.78125,16.5
2024-04-06,1500,97,0.53,0.0,740.0,0.6,21.2,26.0,0.8,3.2,115.0,-195.72046,766.03125,16.9
2024-04-06,1600,97,0.42,0.0,566.0,0.6,21.0,25.0,0.3,3.8,120.0,-198.45483,699.34375,17.3
2024-04-06,1700,97,0.27,0.0,349.0,0.6,20.7,25.0,0.2,3.8,125.0,-193.00073,581.78125,17.7
2024-04-06,1800,97,0.09,0.0,102.0,0.8,19.0,36.0,3.8,2.3,128.0,-181.28062,421.51562,17.9
2024-04-06,1900,97,0.0,0.0,2.0,0.8,17.1,43.0,4.5,1.1,191.0,-163.89606,239.54688,18.1
2024-04-06,2000,97,0.0,0.0,0.0,0.9,16.1,47.0,4.9,1.2,190.0,-137.87372,66.671875,18.2
2024-04-06,2100,97,0.0,0.0,0.0,0.8,14.9,48.0,3.9,1.2,216.0,-108.20148,0.0625,18.1
2024-04-06,2200,97,0.0,0.0,0.0,0.8,13.0,56.0,4.3,1.7,295.0,-100.71118,9.999997E-16,18.0
2024-04-06,2300,97,0.0,0.0,0.0,0.8,13.2,50.0,3.1,1.8,292.0,-95.71948,9.999997E-16,17.8
2024-04-06,2400,97,0.0,0.0,0.0,0.7,12.3,52.0,2.8,1.8,286.0,-91.30835,9.999997E-16,17.5
2024-04-07,100,98,0.02,0.0,0.0,0.8,11.3,59.0,3.6,1.7,285.0,-86.63867,9.999997E-16,17.3
2024-04-07,200,98,0.02,0.0,0.0,0.8,10.5,60.0,3.1,1.5,288.0,-83.076416,9.999997E-16,17.1
2024-04-07,300,98,0.01,0.0,0.0,0.8,10.2,64.0,3.8,1.5,291.0,-80.399414,9.999997E-16,16.8
2024-04-07,400,98,0.01,0.0,0.0,0.7,9.5,62.0,2.6,0.9,277.0,-79.34717,9.999997E-16,16.6
2024-04-07,500,98,0.01,0.0,0.0,0.8,8.9,68.0,3.3,1.4,305.0,-78.4978,9.999997E-16,16.3
2024-04-07,600,98,0.01,0.0,17.0,0.8,7.9,76.0,3.9,1.4,276.0,-76.93848,9.999997E-16,16.1
2024-04-07,700,98,0.08,0.0,141.0,0.9,11.8,62.0,4.8,1.1,325.0,-75.67676,9.999997E-16,15.9
2024-04-07,800,98,0.2,0.0,344.0,0.8,15.0,49.0,4.5,1.5,4.0,-76.41553,17.078125,15.6
2024-04-07,900,98,0.36,0.0,553.0,0.8,18.1,38.0,3.6,1.4,26.0,-99.28125,153.8125,15.5
2024-04-07,1000,98,0.5,0.0,724.0,0.6,20.3,26.0,0.3,1.5,34.0,-131.9541,336.53125,15.4
2024-04-07,1100,98,0.6,0.0,842.0,0.6,21.5,25.0,0.4,1.7,109.0,-159.78418,507.42188,15.6
2024-04-07,1200,98,0.69,0.0,908.0,0.7,21.8,27.0,2.2,3.2,116.0,-182.37256,646.2656,15.8
2024-04-07,1300,98,0.75,0.0,964.0,0.6,22.2,22.0,-0.4,3.9,122.0,-202.0669,740.8125,16.1
2024-04-07,1400,98,0.71,0.0,936.0,0.6,23.0,21.0,-0.8,3.2,115.0,-209.66943,781.3906,16.4
2024-04-07,1500,98,0.54,0.0,738.0,0.6,23.4,20.0,-0.7,2.8,133.0,-213.7312,764.875,16.8
2024-04-07,1600,98,0.38,0.0,559.0,0.6,23.4,20.0,-1.1,2.2,131.0,-211.22876,694.15625,17.3
2024-04-07,1700,98,0.27,0.0,337.0,0.6,23.0,22.0,0.0,2.6,118.0,-200.82129,571.40625,17.8
2024-04-07,1800,98,0.1,0.0,90.0,0.7,21.2,27.0,1.6,2.1,133.0,-183.49251,412.65625,18.3
2024-04-07,1900,98,0.02,0.0,2.0,0.7,19.5,29.0,1.0,1.2,196.0,-158.78711,227.875,18.7
2024-04-07,2000,98,0.0,0.0,0.0,0.8,17.7,39.0,3.7,1.1,236.0,-132.40497,64.265625,18.9
2024-04-07,2100,98,0.04,0.0,0.0,0.7,17.6,36.0,2.5,2.9,318.0,-101.07396,0.09375,19.0
2024-04-07,2200,98,0.04,0.0,0.0,0.8,17.1,40.0,3.3,3.4,324.0,-95.08223,9.999997E-16,18.9
2024-04-07,2300,98,0.03,0.0,0.0,0.8,15.6,43.0,3.2,3.2,331.0,-99.22363,9.999997E-16,18.8
2024-04-07,2400,98,0.03,0.0,0.0,0.8,14.8,45.0,3.1,3.4,310.0,-103.539795,9.999997E-16,18.6
2024-04-08,100,99,0.05,0.0,0.0,0.8,13.4,50.0,3.2,2.8,305.0,-95.84326,9.999997E-16,18.4
2024-04-08,200,99,0.05,0.0,0.0,0.7,12.7,51.0,2.8,2.9,326.0,-93.552734,9.999997E-16,18.2
2024-04-08,300,99,0.03,0.0,0.0,0.8,11.6,55.0,2.9,1.8,310.0,-93.89722,9.999997E-16,18.0
2024-04-08,400,99,0.02,0.0,0.0,0.8,10.8,59.0,3.2,1.8,295.0,-89.43628,9.999997E-16,17.7
2024-04-08,500,99,0.01,0.0,0.0,0.8,10.2,63.0,3.4,1.4,297.0,-96.867676,9.999997E-16,17.5
2024-04-08,600,99,0.02,0.0,17.0,0.8,10.0,63.0,3.4,1.5,280.0,-98.15381,9.999997E-16,17.2
2024-04-08,700,99,0.08,0.0,135.0,0.8,12.1,57.0,3.9,1.5,0.0,-97.336914,9.999997E-16,17.0
2024-04-08,800,99,0.3,0.0,345.0,0.7,18.1,35.0,2.3,4.0,316.0,-92.77051,18.21875,16.8
2024-04-08,900,99,0.53,0.0,549.0,0.6,21.2,25.0,0.4,6.0,316.0,-105.235596,156.64062,16.6
2024-04-08,1000,99,0.57,0.0,559.0,0.6,22.0,24.0,0.5,6.2,314.0,-126.581055,338.67188,16.5
2024-04-08,1100,99,0.49,0.0,466.0,0.7,22.1,24.0,0.9,6.0,317.0,-145.59082,508.10938,16.6
2024-04-08,1200,99,0.82,0.0,872.0,0.7,23.6,23.0,1.1,6.3,318.0,-161.92725,644.4531,16.9
2024-04-08,1300,99,0.82,0.0,926.0,0.6,24.7,21.0,0.6,5.7,330.0,-176.9519,735.3906,17.1
2024-04-08,1400,99,0.78,0.0,862.0,0.5,25.8,17.0,-1.5,5.5,327.0,-179.22046,763.7969,17.3
2024-04-08,1500,99,0.62,0.0,567.0,0.5,25.8,15.0,-3.2,5.8,343.0,-182.85498,719.65625,17.6
2024-04-08,1600,99,0.58,0.0,570.0,0.4,26.3,13.0,-4.2,6.2,346.0,-182.27075,663.21875,17.9
2024-04-08,1700,99,0.41,0.0,354.0,0.4,25.4,13.0,-5.2,6.3,337.0,-180.80298,554.8594,18.3
2024-04-08,1800,99,0.23,0.0,112.0,0.4,24.0,14.0,-5.4,5.9,335.0,-162.33716,388.0625,18.7
2024-04-08,1900,99,0.11,0.0,2.0,0.4,22.3,16.0,-4.9,4.5,315.0,-146.92485,210.92188,19.0
2024-04-08,2000,99,0.1,0.0,0.0,0.4,21.8,15.0,-5.7,4.2,308.0,-131.1668,62.71875,19.2
2024-04-08,2100,99,0.08,0.0,0.0,0.4,21.2,16.0,-5.5,3.8,296.0,-130.74214,0.140625,19.3
2024-04-08,2200,99,0.07,0.0,0.0,0.4,20.5,17.0,-5.0,3.4,295.0,-121.843765,9.999997E-16,19.2
2024-04-08,2300,99,0.08,0.0,0.0,0.4,21.2,15.0,-6.2,3.8,307.0,-117.104935,9.999997E-16,19.1
2024-04-08,2400,99,0.06,0.0,0.0,0.4,19.5,17.0,-6.0,3.3,309.0,-112.12671,9.999997E-16,19.0
2024-04-09,100,100,0.11,0.0,0.0,0.5,17.3,23.0,-4.1,3.6,293.0,-116.333496,9.999997E-16,18.9
2024-04-09,200,100,0.11,0.0,0.0,0.4,17.2,22.0,-4.6,3.6,296.0,-114.99121,9.999997E-16,18.7
2024-04-09,300,100,0.09,0.0,0.0,0.4,16.7,23.0,-4.5,2.7,303.0,-112.840576,9.999997E-16,18.6
2024-04-09,400,100,0.07,0.0,0.0,0.5,14.7,29.0,-2.9,2.4,289.0,-110.34619,9.999997E-16,18.4
2024-04-09,500,100,0.14,0.0,0.0,0.4,19.2,17.0,-6.2,4.2,303.0,-107.58423,9.999997E-16,18.2
2024-04-09,600,100,0.18,0.0,21.0,0.4,20.7,15.0,-6.9,4.9,308.0,-105.04736,9.999997E-16,18.0
2024-04-09,700,100,0.27,0.0,155.0,0.4,21.6,16.0,-5.2,4.9,310.0,-101.90869,9.999997E-16,17.8
2024-04-09,800,100,0.41,0.0,366.0,0.5,22.8,19.0,-2.3,5.2,316.0,-100.028564,20.109375,17.7
2024-04-09,900,100,0.59,0.0,575.0,0.5,24.3,16.0,-2.9,5.7,325.0,-118.416504,161.54688,17.6
2024-04-09,1000,100,0.73,0.0,745.0,0.5,25.7,15.0,-2.9,5.6,325.0,-148.85425,345.15625,17.6
2024-04-09,1100,100,0.83,0.0,868.0,0.5,26.8,13.0,-3.7,5.6,327.0,-169.77393,516.5,17.7
2024-04-09,1200,100,0.81,0.0,918.0,0.4,27.9,12.0,-4.2,4.4,330.0,-185.13379,655.6719,17.9
2024-04-09,1300,100,0.8,0.0,936.0,0.4,28.6,10.0,-5.5,3.6,333.0,-196.44629,746.5469,18.2
2024-04-09,1400,100,0.75,0.0,879.0,0.4,29.3,10.0,-5.2,3.5,329.0,-208.27954,789.40625,18.6
2024-04-09,1500,100,0.69,0.0,760.0,0.4,30.0,9.0,-6.5,4.3,348.0,-216.53467,776.25,19.1
2024-04-09,1600,100,0.46,0.0,584.0,0.4,30.1,9.0,-5.6,2.7,322.0,-218.30957,707.40625,19.7
2024-04-09,1700,100,0.26,0.0,367.0,0.4,29.8,10.0,-5.5,2.2,322.0,-211.67749,588.28125,20.3
2024-04-09,1800,100,0.11,0.0,118.0,0.8,27.5,21.0,3.1,1.3,291.0,-199.45201,429.51562,20.9
2024-04-09,1900,100,0.03,0.0,2.0,0.8,22.7,29.0,3.9,2.1,250.0,-182.07213,247.23438,21.3
2024-04-09,2000,100,0.05,0.0,0.0,0.6,23.5,19.0,-1.3,2.5,274.0,-154.7077,72.140625,21.6
2024-04-09,2100,100,0.02,0.0,0.0,0.7,19.0,34.0,2.6,1.9,271.0,-120.026184,0.203125,21.7
2024-04-09,2200,100,0.02,0.0,0.0,0.7,19.7,30.0,1.8,2.1,292.0,-108.05438,9.999997E-16,21.6
2024-04-09,2300,100,0.01,0.0,0.0,0.8,18.2,37.0,3.4,1.8,274.0,-100.10669,9.999997E-16,21.4
2024-04-09,2400,100,0.03,0.0,0.0,0.7,19.4,32.0,2.2,2.2,313.0,-94.06787,9.999997E-16,21.2
2024-04-10,100,101,0.08,0.0,0.0,0.7,18.5,33.0,1.9,2.7,311.0,-90.30444,9.999997E-16,21.0
2024-04-10,200,101,0.06,0.0,0.0,0.7,16.4,39.0,2.5,2.3,306.0,-86.259766,9.999997E-16,20.7
2024-04-10,300,101,0.04,0.0,0.0,0.7,15.7,42.0,2.7,1.8,277.0,-82.990234,9.999997E-16,20.4
2024-04-10,400,101,0.08,0.0,0.0,0.6,18.3,30.0,0.6,2.7,314.0,-80.27075,9.999997E-16,20.2
2024-04-10,500,101,0.04,0.0,0.0,0.7,15.4,39.0,1.6,1.5,260.0,-77.82495,9.999997E-16,19.9
2024-04-10,600,101,0.04,0.0,21.0,0.7,14.4,45.0,2.6,1.4,273.0,-75.73706,9.999997E-16,19.7
2024-04-10,700,101,0.11,0.0,154.0,0.8,17.6,42.0,4.4,1.3,305.0,-73.8064,9.999997E-16,19.4
2024-04-10,800,101,0.26,0.0,361.0,0.9,22.0,33.0,4.8,1.4,323.0,-73.522705,21.3125,19.2
2024-04-10,900,101,0.44,0.0,568.0,0.7,25.7,20.0,1.3,1.7,343.0,-98.90015,162.64062,19.0
2024-04-10,1000,101,0.61,0.0,736.0,0.6,28.5,16.0,0.5,2.0,330.0,-133.9292,343.96875,19.0
2024-04-10,1100,101,0.68,0.0,854.0,0.6,31.0,13.0,-0.4,1.2,65.0,-164.07031,512.6094,19.1
2024-04-10,1200,101,0.68,0.0,914.0,1.2,26.0,35.0,9.6,1.5,145.0,-187.49536,649.2031,19.5
2024-04-10,1300,101,0.74,0.0,914.0,0.8,31.0,17.0,3.3,2.3,118.0,-209.55371,741.78125,19.9
2024-04-10,1400,101,0.72,0.0,858.0,0.7,32.7,14.0,1.5,2.5,119.0,-219.72754,781.90625,20.2
2024-04-10,1500,101,0.62,0.0,741.0,0.7,33.0,13.0,1.1,2.5,125.0,-225.17773,766.5625,20.6
2024-04-10,1600,101,0.5,0.0,572.0,0.8,32.8,16.0,3.4,3.2,127.0,-224.15479,697.0781,21.0
2024-04-10,1700,101,0.34,0.0,358.0,0.8,31.4,18.0,4.5,3.7,123.0,-215.92041,578.875,21.3
2024-04-10,1800,101,0.14,0.0,117.0,0.9,28.7,24.0,6.2,2.2,118.0,-201.05087,422.35938,21.6
2024-04-10,1900,101,0.0,0.0,2.0,1.2,24.8,38.0,9.5,0.8,193.0,-179.81029,243.15625,21.8
2024-04-10,2000,101,0.0,0.0,0.0,1.3,23.7,44.0,10.9,1.1,200.0,-146.23412,71.59375,21.8
2024-04-10,2100,101,0.0,0.0,0.0,1.3,22.6,46.0,10.5,1.2,224.0,-110.803604,0.25,21.7
2024-04-10,2200,101,0.01,0.0,0.0,1.0,19.9,43.0,7.1,2.2,276.0,-99.82454,9.999997E-16,21.6
2024-04-10,2300,101,0.01,0.0,0.0,0.9,20.2,37.0,5.2,1.9,278.0,-92.67398,9.999997E-16,21.3
2024-04-10,2400,101,0.02,0.0,0.0,0.8,20.6,35.0,4.4,2.0,305.0,-87.752686,9.999997E-16,21.1
2024-04-11,100,102,0.05,0.0,0.0,1.0,18.6,47.0,7.0,2.0,283.0,-80.61401,9.999997E-16,20.8
2024-04-11,200,102,0.05,0.0,0.0,1.0,18.4,45.0,6.4,2.2,304.0,-76.87964,9.999997E-16,20.6
2024-04-11,300,102,0.05,0.0,0.0,0.9,17.9,43.0,5.3,2.0,297.0,-75.01758,9.999997E-16,20.3
2024-04-11,400,102,0.06,0.0,0.0,0.9,18.1,42.0,5.0,2.4,320.0,-73.14038,9.999997E-16,20.0
2024-04-11,500,102,0.06,0.0,0.0,0.9,18.6,41.0,5.0,2.2,314.0,-71.47949,9.999997E-16,19.8
2024-04-11,600,102,0.05,0.0,22.0,0.9,16.6,49.0,5.9,1.6,282.0,-70.055176,9.999997E-16,19.5
2024-04-11,700,102,0.11,0.0,155.0,1.0,19.6,43.0,6.8,1.2,327.0,-68.90161,9.999997E-16,19.3
2024-04-11,800,102,0.27,0.0,362.0,0.9,22.8,34.0,6.0,1.6,352.0,-69.858154,22.578125,19.1
2024-04-11,900,102,0.44,0.0,566.0,0.9,27.2,26.0,6.2,1.4,357.0,-96.71387,164.46875,18.9
2024-04-11,1000,102,0.58,0.0,734.0,0.8,30.7,18.0,4.1,1.0,97.0,-134.03491,344.92188,18.9
2024-04-11,1100,102,0.73,0.0,852.0,0.7,32.3,15.0,2.2,1.9,122.0,-166.62866,512.8281,19.1
2024-04-11,1200,102,0.83,0.0,916.0,0.7,32.8,15.0,2.8,3.1,128.0,-192.01636,648.8281,19.4
2024-04-11,1300,102,0.82,0.0,919.0,0.7,33.6,13.0,0.9,3.4,141.0,-210.13696,739.09375,19.8
2024-04-11,1400,102,0.8,0.0,858.0,0.6,33.8,12.0,0.8,4.0,134.0,-221.67603,779.3906,20.2
2024-04-11,1500,102,0.66,0.0,741.0,0.6,34.0,12.0,0.8,3.3,129.0,-230.10693,764.7344,20.7
2024-04-11,1600,102,0.51,0.0,572.0,0.7,33.6,13.0,1.6,3.3,111.0,-228.79126,696.125,21.4
2024-04-11,1700,102,0.36,0.0,347.0,0.8,32.6,16.0,3.7,3.3,120.0,-219.39233,578.90625,22.0
2024-04-11,1800,102,0.14,0.0,118.0,1.0,29.7,23.0,6.6,1.8,132.0,-204.07736,423.14062,22.6
2024-04-11,1900,102,0.02,0.0,2.0,1.0,27.4,28.0,7.1,1.0,193.0,-182.60213,244.5625,23.0
2024-04-11,2000,102,0.01,0.0,0.0,1.1,23.4,39.0,8.6,1.3,259.0,-145.92982,73.015625,23.3
2024-04-11,2100,102,0.01,0.0,0.0,1.1,22.4,42.0,8.8,1.3,243.0,-109.43681,0.34375,23.3
2024-04-11,2200,102,0.02,0.0,0.0,1.0,21.5,38.0,6.4,1.7,266.0,-99.48564,9.999997E-16,23.2
2024-04-11,2300,102,0.03,0.0,0.0,0.9,21.1,37.0,5.8,2.2,284.0,-93.41635,9.999997E-16,23.0
2024-04-11,2400,102,0.04,0.0,0.0,0.8,21.2,33.0,4.4,2.2,285.0,-88.708496,9.999997E-16,22.8
2024-04-12,100,103,0.08,0.0,0.0,0.9,21.1,35.0,5.2,2.4,281.0,-81.541504,9.999997E-16,22.5
2024-04-12,200,103,0.06,0.0,0.0,0.9,19.6,41.0,6.0,1.9,297.0,-78.70752,9.999997E-16,22.3
2024-04-12,300,103,0.04,0.0,0.0,0.9,18.7,43.0,5.9,1.1,277.0,-77.937744,9.999997E-16,22.0
2024-04-12,400,103,0.04,0.0,0.0,0.8,18.8,38.0,4.4,1.2,241.0,-77.61841,9.999997E-16,21.7
2024-04-12,500,103,0.03,0.0,0.0,0.9,17.6,47.0,6.1,1.2,228.0,-76.24463,9.999997E-16,21.5
2024-04-12,600,103,0.04,0.0,22.0,1.0,17.0,51.0,6.8,1.2,207.0,-76.065674,9.999997E-16,21.2
2024-04-12,700,103,0.11,0.0,152.0,1.1,19.8,47.0,8.4,1.1,179.0,-76.64404,9.999997E-16,20.9
2024-04-12,800,103,0.24,0.0,351.0,1.2,22.1,46.0,10.0,1.4,116.0,-79.76538,24.125,20.7
2024-04-12,900,103,0.4,0.0,542.0,1.1,24.0,38.0,8.8,1.5,60.0,-103.05884,167.0625,20.5
2024-04-12,1000,103,0.56,0.0,718.0,1.0,25.5,32.0,7.7,1.8,77.0,-130.96191,347.78125,20.5
2024-04-12,1100,103,0.66,0.0,836.0,1.1,26.0,33.0,8.6,2.3,113.0,-155.6272,514.03125,20.6
